ticket_text,actual_team,predicted_team,is_correct,confidence_score,routing_decision
"Problem with service I think the wrong item was sent. In addition, i have not had an update on my refund yet. Please advise.",Orders & Delivery,Orders & Delivery,True,0.49630603578058957,Human review
Help needed This has become a problem for me. I think I was charged incorrectly for this. I only need a clear update on what is happening.,Billing,Billing,True,0.4963676281767604,Human review
"Issue with recent order Hello, Could you explain the difference between the available options? It involves mobile app on my side. This may also be related because this looks like an account access problem. I need this resolved as soon as possible. Please advise.",Product Inquiry,Product Inquiry,True,0.49697251363737177,Human review
"billing issue on my account This was workng before but now it keeps failing. Also, the amount shown on the invoice looks wrong. I would appreciate a quick response.",Technical Support,Billing,False,0.4982384901313101,Human review
"Please check this Hi, Can you explain how this feature works? It involves customer portal on my side. Also, the renewal amount looks different from what I expected. This started after my last purchase. Thanks.",Product Inquiry,Product Inquiry,True,0.49872464831959523,Human review
pls review this request Can someone help with this? The issue seems technical because the same step keeps timing out. I need this resolved as soon as possible. I would appreciate a quick response.,Technical Support,Technical Support,True,0.49909711001731877,Human review
URGENT - Question about API I am not sure whether this product suports my use case. This is becoming urgent.,Product Inquiry,Product Inquiry,True,0.4992048219966849,Human review
Follow-up on my previous issue Could you explain the difference between the available options? It involves invoice portal on my side. This may also be related because the password reset process is not working. I do not know if this should go to billing or support. Thanks.,Product Inquiry,Product Inquiry,True,0.5003777779237336,Human review
"Question about my account I need help with something. My order has still not arrived. In addition, i noticed an unexpected charge and need clarification. This is quite frustrating.",Orders & Delivery,Orders & Delivery,True,0.5005384932090742,Human review
Question about Web App I need help with something. I am comparing plans and need clarification. This may also be related because i noticed an unexpected charge and need clarification. I noticed this after trying to make a payment. Please look into this.,Product Inquiry,Product Inquiry,True,0.5019453025468057,Human review
"Need an update This looks like an account access problem. At the same time, there seems to be a problem with the payment on my account.",Account Access,Account Access,True,0.5029757737066595,Human review
"Follow-up on my previous issue please I noticed an unexpected charge and need clarification. At the same time, i would like a refnd for this order. I noticed this after trying to make a payment. I need this resolved as soon as possible. Thanks.",Billing,Billing,True,0.5031756628192926,Human review
"Problem with Customer Portal Hello, I still cannot access the portal after trying several times. At the same time, the issue seems technical because the same step keeps timing out. This started after my last purchase. Please let me know what I should do next.",Account Access,Account Access,True,0.5034380524028462,Human review
ISSUE WITH RECENT ORDER This has become a problem for me. The package is missing and I need an update. This happened shortly after I updated my details. I would appreciate a quick response.,Orders & Delivery,Orders & Delivery,True,0.5038362980417728,Human review
"Problem with service Good morning, I think the wrong item was sent. This happened shortly after I updated my details. I was hoping this would be fixed by now. Thanks.",Orders & Delivery,Orders & Delivery,True,0.5038906818439749,Human review
URGENT - Help needed Can someone help with this? The item is damaged so I may need a replacement or refund. This may also be related because there seems to be a delay with the shipment. I do not know if this should go to billing or support. This is affecting my work today. Please let me know what I should do next.,Refunds & Returns,Refunds & Returns,True,0.5046236603028361,Human review
HELP NEEDED AGAIN I think I was charged incorrectly for this. It involves subscription plan on my side. This may also be related because this is more of a general product question. I noticed this after trying to make a payment. Please let me know what I should do next.,Billing,Billing,True,0.5057830644172354,Human review
"Please review this request today Hello, There seems to be a delay with the shipment. It involves replacement unit on my side. At the same time, i want to know the status of the return request.",Orders & Delivery,Orders & Delivery,True,0.506064475938947,Human review
"Need help with my account Hi, The product arrived damaged and I need help with next steps. This has been going on since yesterday. Please let me know what I should do next.",Refunds & Returns,Refunds & Returns,True,0.5063381292393149,Human review
"Need help with my account Hi team, There seems to be a problem with the payment on my account. I have already tried a few times with no success. Any help would be appreciated.",Billing,Billing,True,0.5067423500069845,Human review
Question about Starter Kit This has become a problem for me. Can you explain how this feature works? This may also be related because the password reset process is not working. I need this resolved as soon as possible.,Product Inquiry,Product Inquiry,True,0.5079700204245332,Human review
"Issue with recent order Can someone help with this? I need my money back if this cannot be resolved. Also, i think the wrong item was sent. I have already tried a few times with no success. This is becoming urgent.",Refunds & Returns,Refunds & Returns,True,0.5081756657658506,Human review
Problem with recent activity THIS HAS BECOME A PROBLEM FOR ME. I AM COMPARING PLANS AND NEED CLARIFICATION. I NEED THIS RESOLVED AS SOON AS POSSIBLE. PLEASE ADVISE.,Product Inquiry,Product Inquiry,True,0.5082332387198545,Human review
"Need help with my acount Hello, This was working before but now it keeps failing. It involves api on my side. This may also be related because the password reset process is not working. I am using the web version.",Technical Support,Technical Support,True,0.5084529070743389,Human review
"Need help with my account Hi, Delivery is taking longer than expected. This may also be related because the product arrived damaged and I need help with next steps. I only need a clear update on what is happening.",Orders & Delivery,Orders & Delivery,True,0.5090440513766639,Human review
"Follow-up on my previous issue I want to understand the pricing options better. In addition, authentication is not going through on my side. I am using the service on mobile.",Product Inquiry,Product Inquiry,True,0.509415920828704,Human review
"Need an update on this issue GOOD MORNING, I NEED SOMEONE TO REVIEW THE BILLING ON THIS ACCOUNT. I WAS HOPING THIS WOULD BE FIXED BY NOW.",Billing,Billing,True,0.510386445059557,Human review
"Need help with Customer Portal I think I was charged incorrectly for this. It involves customer portal on my side. In addition, the verification step is failing and I need help. This is quite frustrating. I would appreciate a quick response.",Billing,Billing,True,0.5115173004459284,Human review
"Question about my account Hi team, I cannot complete the workflow because something keeps breaking. At the same time, there seems to be a problem with the payment on my account. I only need a clear update on what is happening. This is affecting my work today. please advise.",Technical Support,Technical Support,True,0.5118921681206288,Human review
Problem with service today Can someone help with this? There seems to be a delay with the shipment. This seems linked to my recent order. This is becoming urgent.,Orders & Delivery,Orders & Delivery,True,0.5122788456674938,Human review
"Please review this request Hello, I need more information before making a decision. This happened shortly after I updated my details. I need this resolved as soon as possible. Thanks.",Product Inquiry,Product Inquiry,True,0.5131583662562359,Human review
"SUPPORT REQUEST Hi team, I cannot sign in to my account at the moment. I noticed this after trying to make a payment. I was hoping this would be fixed by now. I would appreciate a quick response.",Account Access,Account Access,True,0.5133108763276669,Human review
"NEED HELP WITH MY ACCOUNT Can someone help with this? This was working before but now it keeps failing. At the same time, this looks like an account access problem. I only need a clear update on what is happening. Any help would be appreciated.",Technical Support,Technical Support,True,0.5139639530256025,Human review
Issue with before purchase Can someone help with this? Can you explain how this feature works? This may also be related because i think I was charged incorrectly for this. This started after my last purchase. I have already tried a few times with no success. I would appreciate a quick response.,Product Inquiry,Product Inquiry,True,0.5141131381317761,Human review
"Please review this request Can someone help with this? The item is damaged so I may need a replacement or refund. At the same time, there seems to be a problem with the payment on my account. This started after my last purchase. Thanks.",Refunds & Returns,Refunds & Returns,True,0.5156066830177178,Human review
"Please review this request still I need help with something. The system keeps showing an error when I try to continue. Also, the invoice does not look right to me. This has been going on since yesterday. This is becoming urgent.",Technical Support,Technical Support,True,0.516289011253351,Human review
"Need support urgently This has become a problem for me. I want to understand the pricing options better. Also, this was working before but now it keeps failing. Please look into this.",Product Inquiry,Product Inquiry,True,0.5162958189279152,Human review
HELP NEEDED I think the wrong item was sent. It involves premium device on my side. This may also be related because i need to return the item because it is not as expected. I only need a clear update on what is happening. I need this resolved as soon as possible. Please look into this.,Orders & Delivery,Orders & Delivery,True,0.5163113776477244,Human review
"URGENT - Question about Replacement Unit This has become a problem for me. The product arrived damaged and I need help with next steps. In addition, tracking has not updated in a while. Please look into this.",Refunds & Returns,Refunds & Returns,True,0.5165187856719685,Human review
"Need help with my account Hi, I need my money back if this cannot be resolved. This may also be related because there seems to be a problem with the payment on my account.",Refunds & Returns,Refunds & Returns,True,0.5177353410575423,Human review
Help needed This has become a problem for me. I cannot sign in to my account at the moment. I have already tried a few times with no success. This is becoming urgent.,Account Access,Account Access,True,0.5190185271556756,Human review
Problem with service The verification step is failing and I need help. I am using the service on mobile. This is quite frustrating. This is becoming urgent.,Account Access,Account Access,True,0.520740858374521,Human review
This has become a probem for me. The issue seems technical because the same step keeps timing out. This happened shortly after I updated my details. I have already tried a few times with no success.,Technical Support,Technical Support,True,0.5217989910932733,Human review
Need an update on this issue I would like a refund for this order. I would appreciate a quick response. Please advise.,Refunds & Returns,Refunds & Returns,True,0.5228934304922557,Human review
"Issue not resolved I need help with something. I cannot sign in to my account at the moment. At the same time, the app crashes when I try to use this feature. Please advise.",Account Access,Account Access,True,0.5246676831540715,Human review
Follow-up on my previous issue Can someone help with this? The product arrived damaged and I need help with next steps. I do not know if this should go to billing or suport.,Refunds & Returns,Refunds & Returns,True,0.524831092922805,Human review
"Question about Invoice Portal today Hi, I am not sure whether this product supports my use case. It involves invoice portal on my side. At the same time, the export fails halfway through and I do not know why. I was hoping this would be fixed by now.",Product Inquiry,Product Inquiry,True,0.5251363014907307,Human review
"Need support urgently Good morning, I cannot sign in to my account at the moment. It involves web app on my side. I only need a clear update on what is happening. I have already tried a few times with no success.",Account Access,Account Access,True,0.5253787081016863,Human review
"Problem with service Hi, I think the wrong item was sent. Also, i have not had an update on my refund yet. Thanks.",Orders & Delivery,Orders & Delivery,True,0.5256235216257334,Human review
"login on my account The verification step is failing and I need help. At the same time, the issue seems technical because the same step keeps timing out. I am using the service on mobile. Please let me know what I should do next.",Account Access,Account Access,True,0.5258171408012939,Human review
"Need support urgently Hello, The verification step is failing and I need help. This may also be related because there seems to be a problem with the payment on my account. Please look into this.",Account Access,Account Access,True,0.5263061318369946,Human review
Issue with recent order I need help with something. I cannot tell where the order currently is. I am using the web version. This is becoming urgent.,Orders & Delivery,Orders & Delivery,True,0.5265851804789825,Human review
"Need help with Premium Device Good morning, There seems to be a delay with the shipment. I only need a clear update on what is happening. I would appreciate a quick response.",Orders & Delivery,Orders & Delivery,True,0.5269174250553452,Human review
Can someone help I need help understanding whether this is compatible with my setup. This happened shortly after I updated my details. I have already tried a few times with no success. This is becoming urgent.,Product Inquiry,Product Inquiry,True,0.5273388599494783,Human review
"password reset on my account I am seeing unexpected behaviour in the product. Also, i still cannot access the portal after trying several times. I am using the web version.",Technical Support,Account Access,False,0.5274140616399736,Human review
"Need help with my account Hi team, My order has still not arrived. This seems linked to my recent order. This has been going on since yesterday.",Orders & Delivery,Orders & Delivery,True,0.5281742001034287,Human review
"Need an update on this issue Can someone help with this? The product arrived damaged and I need help with next steps. In addition, there appears to be an issue with the dispatch. I have already tried a few times with no success. Please advise.",Refunds & Returns,Refunds & Returns,True,0.5285929727206703,Human review
Help needed I am trying to return this purchase. It involves replacement unit on my side. This may also be related because i am seeing unexpected behaviour in the product. This has been going on since yesterday. Please look into this.,Refunds & Returns,Refunds & Returns,True,0.5298989049844093,Human review
"Follow-up on my previous issue HI TEAM, THE PASSWORD RESET PROCESS IS NOT WORKNG. I NOTICED THIS AFTER TRYING TO MAKE A PAYMENT. THIS HAS BEEN GOING ON SINCE YESTERDAY.",Account Access,Account Access,True,0.5318962206523603,Human review
Issue with compatibility still Can someone help with this? Can you explain how this feature works? It involves admin console on my side. This may also be related because the verification step is failing and I need help. This is affecting my work today. pls let me know what I should do next.,Product Inquiry,Product Inquiry,True,0.5328938856020905,Human review
"Question about Customer Portal I need help with something. This is more of a general product question. Also, the amount shown on the invoice looks wrong. This happened shortly after I updated my details. Please look into this. Please advise.",Product Inquiry,Product Inquiry,True,0.5328948304413276,Human review
"pls review this request I think the wrong item was sent. It involves starter kit on my side. Also, the item is damaged so I may need a replacement or refund. I only need a clear update on what is happening. I was hoping this would be fixed by now.",Orders & Delivery,Orders & Delivery,True,0.5332079986092823,Human review
"Need help with Web App still Hi team, The password reset process is not working. This may also be related because the amount shown on the invoice looks wrong. I was hoping this would be fixed by now.",Account Access,Account Access,True,0.5333092793587489,Human review
URGENT - QUESTION ABOUT MY ACCOUNT The product arrived damaged and I need help with next steps. This is quite frustrating.,Refunds & Returns,Refunds & Returns,True,0.5335174871452748,Human review
"Support request Good morning, I need help understanding whether this is compatible with my setup. This is quite frustrating.",Product Inquiry,Product Inquiry,True,0.5350861022258526,Human review
"Need an update on this issue Hi team, The invoice does not look right to me. It involves subscription plan on my side. At the same time, i would like a refnd for this order. please let me know what I should do next.",Billing,Billing,True,0.5352912414795522,Human review
LOGIN ON MY ACCOUNT This has become a problem for me. I cannot sign in to my account at the moment. I am using the web version. This is quite frustrating. This is becoming urgent.,Account Access,Account Access,True,0.5360968592051221,Human review
"Follow-up on my previous issue Hi team, There seems to be a problem with the payment on my account. It involves premium device on my side. In addition, i am trying to return this purchase. Thanks.",Billing,Billing,True,0.536154325204954,Human review
Follow-up on my previous issue I need help with something. The product arrived damaged and I need help with next steps. This seems linked to my recent order. Any help would be appreciated.,Refunds & Returns,Refunds & Returns,True,0.5373960704396936,Human review
NEED HELP WITH MY ACCOUNT I need help with something. The page is not loading properly and I cannot complete the task. This may also be related because i cannot sign in to my account at the moment. I was hoping this would be fixed by now. Please let me know what I should do next.,Technical Support,Technical Support,True,0.5389998737067695,Human review
verification failed on my account I still cannot access the portal after trying several times. This may also be related because there seems to be a probem with the payment on my account. This seems linked to my recent order. Please let me know what I should do next.,Account Access,Account Access,True,0.5391515530775837,Human review
Please review this request I need my money back if this cannot be resolved. I was hoping this would be fixed by now. I would appreciate a quick response. I need help with this.,Refunds & Returns,Refunds & Returns,True,0.5392889540905629,Human review
"Issue with recent order Good morning, I need someone to review the billing on this account. It involves invoice portal on my side. This started after my last purchase. pls advise.",Billing,Billing,True,0.5395232153815746,Human review
payment on my acount This has become a problem for me. I think I was charged incorrectly for this. It involves premium device on my side. This may also be related because i am trying to return this purchase. Please look into this.,Billing,Billing,True,0.5401054841388068,Human review
Issue with money back please I want to know the status of the return request. This may also be related becuase i think the wrong item was sent. please look into this.,Refunds & Returns,Refunds & Returns,True,0.5406103983505601,Human review
I want to know the status of the return request. This seems linked to my recent order. This is affecting my work today. Please advise.,Refunds & Returns,Refunds & Returns,True,0.5412025819160614,Human review
Need help with Premium Device I WANT TO KNOW THE STATUS OF THE RETURN REQUEST. IT INVOLVES PREMIUM DEVICE ON MY SIDE. THIS MAY ALSO BE RELATED BECAUSE TRACKING HAS NOT UPDATED IN A WHILE. I HAVE ALREADY TRIED A FEW TIMES WITH NO SUCCESS. ANY HELP WOULD BE APPRECIATED.,Refunds & Returns,Refunds & Returns,True,0.5422974264689594,Human review
"URGENT - Problem with service I need help with something. This was workng before but now it keeps failing. It involves analytics dashboard on my side. Also, i think I was charged incorrectly for this. This seems linked to my recent order. This is becoming urgent.",Technical Support,Technical Support,True,0.5424506678834542,Human review
Can someone help still I am not sure why this payment failed. I am using the web version. I have already tried a few times with no success.,Billing,Billing,True,0.5426197170808296,Human review
Issue with recent order I NEED HELP WITH SOMETHING. I AM COMPARING PLANS AND NEED CLARIFICATION. IT INVOLVES INVOICE PORTAL ON MY SIDE. THIS MAY ALSO BE RELATED BECAUSE I AM SEEING UNEXPECTED BEHAVIOUR IN THE PRODUCT. THIS IS QUITE FRUSTRATING.,Product Inquiry,Product Inquiry,True,0.5438136568734112,Human review
isue not resolved again I need help with something. I cannot complete the workflow because something keeps breaking. This may also be related because i appear to be locked out and cannot get back in. This is quite frustrating. Thanks.,Technical Support,Technical Support,True,0.5439693902793941,Human review
"not loading on my account I need help with something. The page is not loading properly and I cannot complete the task. At the same time, the invoice does not look right to me. This started after my last purchase. This has been going on since yesterday. Please advise.",Technical Support,Technical Support,True,0.5443605015256127,Human review
"Need support urgently I need help with something. I cannot complete the workflow because something keeps breaking. It involves mobile app on my side. At the same time, i appear to be locked out and cannot get back in. I would appreciate a quick response.",Technical Support,Technical Support,True,0.5447509667694994,Human review
Issue with recent order Can someone help with this? Delivery is taking longer than expected. It involves replacement unit on my side. This may also be related because could you explain the difference between the available options? I am using the web version. I was hoping this would be fixed by now. I would appreciate a quick response.,Orders & Delivery,Orders & Delivery,True,0.5459642085498744,Human review
"Question about Mobile App Good morning, This was working before but now it keeps failing. I only need a clear update on what is happening. Please let me know what I should do next.",Technical Support,Technical Support,True,0.5462530727197112,Human review
"Issue not resolved Hi, I cannot sign in to my account at the moment. I have already tried a few times with no success. This is becoming urgent.",Account Access,Account Access,True,0.546603706631873,Human review
Need support urgently Can someone help with this? I noticed an unexpected charge and need clarification. I only need a clear update on what is happening.,Billing,Billing,True,0.5468703584098302,Human review
"Need support urgently Hello, I need someone to review the billing on this account. Please look into this.",Billing,Billing,True,0.5468837105640214,Human review
"isue not resolved Hi team, I noticed an unexpected charge and need clarification. It involves subscription plan on my side. In addition, the login step keeps failing even though my details should be correct. I only need a clear update on what is happening. This is affecting my work today. This is becoming urgent.",Billing,Billing,True,0.5473950722936214,Human review
"Please review this request This looks like an account access problem. Also, the page is not loading properly and I cannot complete the task.",Account Access,Technical Support,False,0.549260407952696,Human review
"Need an update Hi, Can you explain how this feature works? It involves customer portal on my side. At the same time, i think I was charged incorrectly for this. I would appreciate a quick response.",Product Inquiry,Product Inquiry,True,0.5503259267557338,Human review
"Follow-up on my previous isue The invoice does not look right to me. In addition, the package is missing and I need an update. I only need a clear update on what is happening. Please look into this.",Billing,Billing,True,0.5510600914701151,Human review
refnd on my account today I would like a refund for this order. I do not know if this should go to billing or support. I have already tried a few times with no success. Please let me know what I should do next.,Refunds & Returns,Refunds & Returns,True,0.5517931709832783,Human review
pls review this request Can someone help with this? I want to know the status of the return request. I need this resolved as soon as possible. I would appreciate a quick response.,Refunds & Returns,Refunds & Returns,True,0.5520766676882812,Human review
Need help with Customer Portal today I need help with something. Authentication is not going through on my side. I am using the web version. I have already tried a few times with no success. This is becoming urgent.,Account Access,Account Access,True,0.5528261280349428,Human review
"Can someone help Can someone help with this? I think I was charged incorrectly for this. In addition, my order has still not arrived. I was hoping this would be fixed by now.",Billing,Billing,True,0.5541251251105099,Human review
Need an update on this issue The package is missing and I need an update. I only need a clear update on what is happening.,Orders & Delivery,Orders & Delivery,True,0.5549186067143214,Human review
Help needed I appear to be locked out and cannot get back in. It involves web app on my side. I am using the web version. I need this resolved as soon as possible. Any help would be appreciated.,Account Access,Account Access,True,0.5549431668060834,Human review
"Support request Good morning, The issue seems technical because the same step keeps timing out. I only need a clear update on what is happening. I would appreciate a quick response.",Technical Support,Technical Support,True,0.5549694265352875,Human review
"Question about Analytics Dashboard This has become a problem for me. I need more information before making a decision. At the same time, i am not sure why this payment failed. I would appreciate a quick response.",Product Inquiry,Product Inquiry,True,0.5550476692718618,Human review
"Please review this request The system keeps showing an error when I try to continue. It involves mobile app on my side. At the same time, i am not sure whether this product supports my use case. I have already tried a few times with no success.",Technical Support,Technical Support,True,0.5564480893407023,Human review
"URGENT - Need help with Invoice Portal HELLO, COULD YOU EXPLAIN THE DIFFERENCE BETWEEN THE AVAILABLE OPTIONS? IT INVOLVES INVOICE PORTAL ON MY SIDE. THIS MAY ALSO BE RELATED BECAUSE THE AMOUNT SHOWN ON THE INVOICE LOOKS WRONG. THIS STARTED AFTER MY LAST PURCHASE. PLEASE LOOK INTO THIS.",Product Inquiry,Product Inquiry,True,0.5565904896943631,Human review
"Need help with my acount Hello, I am not sure whether this product suports my use case. Thanks.",Product Inquiry,Product Inquiry,True,0.5571930508562741,Human review
Help needed I need help with something. delivry is taking longer than expected. I am using the service on mobile. I have already tried a few times with no success. Thanks.,Orders & Delivery,Orders & Delivery,True,0.5572115877106152,Human review
"Support request I cannot complete the workflow because something keeps breaking. At the same time, i am not sure why this payment failed. I need this resolved as soon as possible.",Technical Support,Technical Support,True,0.5573700668029528,Human review
Need an update on this issue This has become a problem for me. The renewal amount looks different from what I expected. Thanks.,Billing,Billing,True,0.5574639584503223,Human review
"NEED HELP WITH MY ACCOUNT Hi team, The login step keeps failing even though my details should be correct. This may also be related because i am seeing unexpected behaviour in the product. I am using the web version. Please advise.",Account Access,Account Access,True,0.5576424236775596,Human review
pls review this request I am not sure whether this product supports my use case. It involves mobile app on my side. I have already tried a few times with no success. Please look into this.,Product Inquiry,Product Inquiry,True,0.5579301692518019,Human review
Help needed I think I was charged incorrectly for this. It involves customer portal on my side. I do not know if this should go to billing or support. I need this resolved as soon as possible. Please let me know what I should do next.,Billing,Billing,True,0.5585215897644408,Human review
"isue with recent order Hi, The export fails halfway through and I do not know why. This may also be related because i cannot sign in to my account at the moment. I do not know if this should go to billing or support.",Technical Support,Technical Support,True,0.5585355820689496,Human review
"Can someone help I need help with something. I think the wrong item was sent. It involves starter kit on my side. In addition, the product arrived damaged and I need help with next steps. I am using the service on mobile. I was hoping this would be fixed by now. This is becoming urgent.",Orders & Delivery,Orders & Delivery,True,0.5590926772810649,Human review
"Follow-up on my previous issue Good morning, The password reset process is not working. I noticed this after trying to make a payment. please let me know what I should do next.",Account Access,Account Access,True,0.5592509491790716,Human review
"Issue not resolved Hello, This was working before but now it keeps failing. This is affecting my work today. Thanks.",Technical Support,Technical Support,True,0.5595086984947063,Human review
"URGENT - Problem with Starter Kit Hello, The package is missing and I need an update. This is quite frustrating.",Orders & Delivery,Orders & Delivery,True,0.559521612168789,Human review
Problem with Invoice Portal This has become a problem for me. There seems to be a problem with the payment on my account. I am using the web version. Please advise.,Billing,Billing,True,0.5599002313604668,Human review
Need an update on this issue This has become a problem for me. The password reset process is not workng. It involves admin console on my side. This started after my last purchase. I need this resolved as soon as possible. Thanks.,Account Access,Account Access,True,0.5604473198792694,Human review
"Need help with my account I cannot tell where the order currently is. It involves premium device on my side. At the same time, i have not had an update on my refund yet. This is becoming urgent.",Orders & Delivery,Orders & Delivery,True,0.5604946448681554,Human review
URGENT - Problem with recent activity please I want to know the status of the return request. It involves premium device on my side. This may also be related because the page is not loading properly and I cannot complete the task. Please advise.,Refunds & Returns,Refunds & Returns,True,0.5606567720545862,Human review
"Please review this request please I need more information before making a decision. It involves customer portal on my side. At the same time, the verification step is failing and I need help. This is quite frustrating. This is becoming urgent.",Product Inquiry,Product Inquiry,True,0.5606620731721264,Human review
"Problem with Replacement Unit Good morning, The item is damaged so I may need a replacement or refund. It involves replacement unit on my side. Also, there seems to be a delay with the shipment.",Refunds & Returns,Refunds & Returns,True,0.5608304420428565,Human review
"Please check this Hi, The package is missing and I need an update. It involves replacement unit on my side. Also, the product arrived damaged and I need help with next steps. I do not know if this should go to billing or support. Please let me know what I should do next.",Orders & Delivery,Orders & Delivery,True,0.5611355836500678,Human review
Issue not resolved again Tracking has not updated in a while. Please look into this. Kindly check this.,Orders & Delivery,Orders & Delivery,True,0.5612308957495038,Human review
"SUPPORT REQUEST PLEASE CAN SOMEONE HELP WITH THIS? THE PAGE IS NOT LOADING PROPERLY AND I CANNOT COMPLETE THE TASK. IT INVOLVES SUBSCRIPTION PLAN ON MY SIDE. ALSO, I NOTICED AN UNEXPECTED CHARGE AND NEED CLARIFICATION. PLEASE LOOK INTO THIS.",Technical Support,Technical Support,True,0.5621747130764257,Human review
"Need help with my account I need more information before making a decision. At the same time, the app crashes when I try to use this feature.",Product Inquiry,Product Inquiry,True,0.5625325760442054,Human review
"before purchase on my account This has become a problem for me. Can you explain how this feature works? It involves starter kit on my side. Also, i am not sure why this payment failed. I need this resolved as soon as possible.",Product Inquiry,Product Inquiry,True,0.5633006729863049,Human review
"Need help with Starter Kit Hi team, The package is missing and I need an update. This may also be related becuase there seems to be a problem with the payment on my account.",Orders & Delivery,Orders & Delivery,True,0.5634220242139245,Human review
Need an update on this issue I need help with something. Authentication is not going through on my side. I was hoping this would be fixed by now. This is becoming urgent.,Account Access,Account Access,True,0.5636621538144669,Human review
"Problem with Replacement Unit Can someone help with this? I am trying to return this purchase. At the same time, i am not sure why this payment failed. This is affecting my work today. Please let me know what I should do next.",Refunds & Returns,Refunds & Returns,True,0.5642827192324144,Human review
"Please review this request Can someone help with this? The item is damaged so I may need a replacement or refund. In addition, the system keeps showing an error when I try to continue. Thanks.",Refunds & Returns,Refunds & Returns,True,0.5643360917749218,Human review
"money back on my account Good morning, I need my money back if this cannot be resolved. In addition, i think the wrong item was sent. Please advise.",Refunds & Returns,Refunds & Returns,True,0.5645333303088915,Human review
"Support request Good morning, I am trying to return this purchase. This may also be related because my order has still not arrived. This seems linked to my recent order. Kindly check this.",Refunds & Returns,Refunds & Returns,True,0.5654408459241685,Human review
Problem with recent activity please The product arrived damaged and I need help with next steps. This started after my last purchase.,Refunds & Returns,Refunds & Returns,True,0.5657553211710792,Human review
"Support request Hi team, I cannot complete the workflow becuase something keeps breaking. It involves mobile app on my side. I would appreciate a quick response.",Technical Support,Technical Support,True,0.5659229062403139,Human review
"Problem with service There appears to be an issue with the dispatch. It involves replacement unit on my side. At the same time, the product arrived damaged and I need help with next steps. I do not know if this should go to billing or support. Any help would be appreciated. Kindly check this.",Orders & Delivery,Orders & Delivery,True,0.5668310571802403,Human review
"Question about my account Good morning, I want to understand the pricing options better. This may also be related because the invoice does not look right to me. This has been going on since yesterday. Any help would be appreciated.",Product Inquiry,Product Inquiry,True,0.567059649430686,Human review
Follow-up on my previous issue Can someone help with this? I am not sure why this payment failed. It involves subscription plan on my side. This happened shortly after I updated my details. This has been going on since yesterday. I would appreciate a quick response. This is still unresolved.,Billing,Billing,True,0.567397062281737,Human review
Issue not resolved This has become a problem for me. I still cannot access the portal after trying several times. I do not know if this should go to billing or support. I have already tried a few times with no success.,Account Access,Account Access,True,0.5675813413186332,Human review
"Please check this still Hi, I want to understand the pricing options better. In addition, the amount shown on the invoice looks wrong. Please advise.",Product Inquiry,Product Inquiry,True,0.5681026321545826,Human review
"URGENT - Need an update Can someone help with this? Can you explain how this feature works? Also, i noticed an unexpected charge and need clarification.",Product Inquiry,Product Inquiry,True,0.5691738248784958,Human review
"URGENT - pls review this request Hello, Tracking has not updated in a while. It involves starter kit on my side. I do not know if this should go to billing or support. Please let me know what I should do next.",Orders & Delivery,Orders & Delivery,True,0.5692517653477785,Human review
"Can someone help Hello, The system keeps showing an error when I try to continue. It involves api on my side. This may also be related because i am comparing plans and need clarification. I am using the service on mobile. I was hoping this would be fixed by now. Thanks.",Technical Support,Technical Support,True,0.5699310200747262,Human review
"isue not resolved Hi team, The item is damaged so I may need a replacement or refund. I noticed this after trying to make a payment. please advise.",Refunds & Returns,Refunds & Returns,True,0.5703207453090041,Human review
Problem with Admin Console The login step keeps failing even though my details should be correct. This is affecting my work today. I would appreciate a quick response.,Account Access,Account Access,True,0.5709418213150466,Human review
"Need support urgently I need help with something. I need more information before making a decision. It involves invoice portal on my side. At the same time, i noticed an unexpected charge and need clarification. Thanks.",Product Inquiry,Product Inquiry,True,0.571138684635795,Human review
Can someone help This has become a problem for me. The issue seems technical becuase the same step keeps timing out. It involves mobile app on my side. This is affecting my work today. Thanks.,Technical Support,Technical Support,True,0.5716509631017156,Human review
"Follow-up on my previous issue Hi team, I cannot sign in to my account at the moment. It involves web app on my side. In addition, the invoice does not look right to me.",Account Access,Account Access,True,0.5722730715601531,Human review
"isue with not loading The system keeps showing an error when I try to continue. In addition, i need more information before making a decision. This is becoming urgent.",Technical Support,Technical Support,True,0.5723889102940899,Human review
isue with recent order This has become a problem for me. Tracking has not updated in a while. It involves premium device on my side. This may also be related because i need to return the item because it is not as expected. Thanks.,Orders & Delivery,Orders & Delivery,True,0.5730669151329995,Human review
"Question about my acount Hello, I cannot sign in to my account at the moment. It involves invoice portal on my side. In addition, the renewal amount looks different from what I expected. This has been going on since yesterday.",Account Access,Account Access,True,0.5736493445442206,Human review
Follow-up on my previous issue This has become a problem for me. I noticed an unexpected charge and need clarification. This has been going on since yesterday. I would appreciate a quick response.,Billing,Billing,True,0.5746055514485335,Human review
system issue on my account This has become a problem for me. I am seeing unexpected behaviour in the product. I noticed this after trying to make a payment. I was hoping this would be fixed by now.,Technical Support,Technical Support,True,0.5759049636422966,Human review
"URGENT - Need help with my acount Hi, Tracking has not updated in a while. It involves replacement unit on my side. This may also be related because i would like a refund for this order. I do not know if this should go to billing or support.",Orders & Delivery,Orders & Delivery,True,0.5762976617172267,Human review
"Follow-up on my previous issue Hi, The renewal amount looks different from what I expected. This is becoming urgent.",Billing,Billing,True,0.5766133532946476,Human review
