ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status
TKT-003050,2025-08-03 14:06:37,web_form,Free,Spanish,Subscription Plan,Need an update on this issue,"Hello, The renewal amount looks different from what I expected. It involves subscription plan on my side. I am using the web version. Thanks.",Billing,None,Medium,Resolved
TKT-002115,2025-01-01 02:33:29,web_form,Pro,English,Premium Device,Need help with Premium Device,"I think the wrong item was sent. In addition, i need my money back if this cannot be resolved. This happened shortly after I updated my details. This is affecting my work today.",Orders & Delivery,Refunds & Returns,Medium,Open
TKT-000112,2025-06-28 08:17:21,email,Basic,English,Customer Portal,Question about Customer Portal,I  need  help  with  something.  The  invoice  does  not  look  right  to  me.  It  involves  customer  portal  on  my  side.  This  may  also  be  related  becuase  i  still  cannot  access  the  portal  after  trying  several  times.  This  is  quite  frustrating.  I  would  appreciate  a  quick  response.,Billing,Account Access,High,Open
TKT-002698,2025-07-06 13:06:08,email,Pro,Spanish,Customer Portal,Issue not resolved,,Billing,None,Low,Pending
TKT-001090,2025-02-20 12:26:30,chat,Enterprise,French,Replacement Unit,Problem with service,I  am  comparing  plans  and  need  clarification.  It  involves  replacement  unit  on  my  side.  Any  help  would  be  appreciated.,Product Inquiry,None,Medium,Pending
TKT-003466,2025-11-20 15:07:45,web_form,Pro,English,Invoice Portal,Question about Invoice Portal,"I  need  help  with  something.  I  am  not  sure  why  this  payment  failed.  In  addition,  i  need  to  return  the  item  because  it  is  not  as  expected.  This  happened  shortly  after  I  updated  my  details.  This  is  quite  frustrating.",Billing,Refunds & Returns,Medium,Resolved
TKT-003098,2025-12-23 22:14:04,email,Enterprise,French,Subscription Plan,Question about my account,"The login step keeps failing even though my details should be correct. It involves subscription plan on my side. At the same time, the invoice does not look right to me. I noticed this after trying to make a payment. I was hoping this would be fixed by now. Please look into this.",Account Access,Billing,Medium,Resolved
TKT-002630,2025-02-09 23:20:03,web_form,Basic,English,Subscription Plan,URGENT - NEED AN UPDATE ON THIS ISSUE,I need help with something. The amount shown on the invoice looks wrong. It involves subscription plan on my side. I am using the service on mobile. I need this resolved as soon as possible. Please look into this.,Billing,None,High,Resolved
TKT-001227,2025-05-16 12:49:01,chat,,English,Admin Console,Need an update,"Hello,  Authentication  is  not  going  through  on  my  side.  It  involves  admin  console  on  my  side.  In  addition,  the  issue  seems  technical  because  the  same  step  keeps  timing  out.  please  advise.",Account Access,Technical Support,Medium,Open
TKT-000473,2025-05-24 03:17:06,phone,Pro,English,Analytics Dashboard,Problem with Analytics Dashboard,This has become a problem for me. The export fails halfway through and I do not know why. It involves analytics dashboard on my side. Any help would be appreciated.,Technical Support,None,Medium,Open
TKT-002586,2025-11-03 19:31:41,phone,Pro,English,Starter Kit,Question about Starter Kit today,"Can someone help with this? I need to return the item because it is not as expected. It involves starter kit on my side. Also, i am seeing unexpected behaviour in the product. I noticed this after trying to make a payment. Please look into this.",Refunds & Returns,Technical Support,Medium,Resolved
TKT-001736,2025-03-13 17:07:26,email,Free,Spanish,Premium Device,Question  about  Premium  Device,"HELLO, I NEED SOMEONE TO REVIEW THE BILLING ON THIS ACCOUNT. IT INVOLVES PREMIUM DEVICE ON MY SIDE. THIS MAY ALSO BE RELATED BECAUSE TRACKING HAS NOT UPDATED IN A WHILE. I AM USING THE SERVICE ON MOBILE. I HAVE ALREADY TRIED A FEW TIMES WITH NO SUCCESS. THANKS.",Billing,Orders & Delivery,Medium,Resolved
TKT-001675,2025-12-29 04:28:39,email,Basic,English,Replacement Unit,Need help with my account,This has become a problem for me. The item is damaged so I may need a replacement or refund. It involves replacement unit on my side. This may also be related because delivery is taking longer than expected. Thanks.,Refunds & Returns,Orders & Delivery,Medium,Open
TKT-001232,2025-10-20 05:18:50,phone,Pro,English,Replacement Unit,suport request,Can someone help with this? There seems to be a delay with the shipment. It involves replacement unit on my side. I was hoping this would be fixed by now. Thanks.,Orders & Delivery,None,High,Resolved
TKT-000362,2025-02-21 18:58:31,web_form,missing,French,Mobile App,Question about my account today,This  has  become  a  problem  for  me.  I  am  seeing  unexpected  behaviour  in  the  product.  It  involves  mobile  app  on  my  side.  Please  let  me  know  what  I  should  do  next.,Technical Support,None,High,Resolved
TKT-000136,2025-03-25 20:20:03,email,,English,Mobile App,Please  review  this  request,I need help with something. The export fails halfway through and I do not know why. This happened shortly after I updated my details. Please let me know what I should do next.,Technical Support,None,Low,Open
TKT-002335,2025-05-09 03:36:41,chat,Basic,English,Starter Kit,isue with not as expected,"Hi team, I want to know the status of the return request. Any help would be appreciated.",Refunds & Returns,None,Low,Open
TKT-001054,2025-01-26 00:28:37,web_form,Basic,Spanish,API,Please review this request,The page is not loading properly and I cannot complete the task. I noticed this after trying to make a payment. This is quite frustrating.,Technical Support,None,Medium,Resolved
TKT-003138,2025-11-04 14:12:03,chat,Basic,English,Invoice Portal,Please check this,I am not sure why this payment failed. It involves invoice portal on my side. I am using the service on mobile. This is affecting my work today. I would appreciate a quick response.,Billing,None,High,Open
TKT-000023,2025-10-03 15:39:19,email,Basic,English,Mobile App,URGENT - Question about Mobile App,"Authentication is not going through on my side. In addition, the issue seems technical becuase the same step keeps timing out. This seems linked to my recent order. This has been going on since yesterday.",Account Access,Technical Support,High,Open
TKT-001661,2025-07-30 00:00:40,email,Pro,English,Replacement Unit,URGENT - information request on my account,"This is more of a general product question. In addition, the issue seems technical because the same step keeps timing out. I am using the web version. I need this resolved as soon as possible. Please look into this.",Product Inquiry,Technical Support,Low,Resolved
TKT-001252,2025-08-14 10:11:55,chat,Pro,Spanish,Mobile App,Need an update on this issue,"The login step keeps failing even though my details should be correct. It involves mobile app on my side. Also, this is more of a general product question. This seems linked to my recent order.",Account Access,Product Inquiry,High,Open
TKT-001420,2025-05-09 03:05:05,phone,Enterprise,English,Customer Portal,Issue with login,"Hi, I still cannot access the portal after trying several times. It involves customer portal on my side. At the same time, the issue seems technical because the same step keeps timing out. I would appreciate a quick response.",Account Access,Technical Support,Medium,Open
TKT-000696,2025-04-24 07:31:34,web_form,Pro,English,Replacement Unit,Issue with order not arrived,THE PACKAGE IS MISSING AND I NEED AN UPDATE. I HAVE ALREADY TRIED A FEW TIMES WITH NO SUCCESS.,Orders & Delivery,None,Medium,Open
TKT-000421,2025-10-31 05:15:43,web_form,Enterprise,English,Data Export,Support request,"Hi, The page is not loading properly and I cannot complete the task. It involves data export on my side. This may also be related because i am comparing plans and need clarification. Any help would be appreciated.",Technical Support,Product Inquiry,High,Resolved
TKT-002119,2025-12-29 19:37:03,chat,,English,Invoice Portal,renewal on my account,I need help with something. The amount shown on the invoice looks wrong. please let me know what I should do next.,Billing,None,Low,Open
TKT-000461,2025-02-23 03:31:56,chat,Basic,Spanish,Customer Portal,Need  help  with  Customer  Portal  today,I need help with something. Authentication is not going through on my side. I am using the web version. I have already tried a few times with no success. This is becoming urgent.,Account Access,None,Low,Open
TKT-001068,2025-02-08 19:19:38,chat,Free,English,Invoice Portal,Need an update on this issue,I need someone to review the billing on this acount. It involves invoice portal on my side. This seems linked to my recent order.,Billing,None,Medium,Open
TKT-000088,2025-06-19 15:54:30,email,Pro,English,Starter Kit,Need an update on this issue,"Hi team, I am comparing plans and need clarification. It involves starter kit on my side. Please let me know what I should do next.",Product Inquiry,None,Low,Open
TKT-000283,2025-01-06 02:21:46,chat,Basic,Spanish,API,URGENT - Need an update on this issue,"Hi, This was working before but now it keeps failing. This may also be related because the verification step is failing and I need help. This is becoming urgent.",Technical Support,Account Access,High,Open
TKT-002288,2025-10-20 19:55:21,chat,Free,English,-,PLEASE CHECK THIS,"Hi team, The renewal amount looks different from what I expected. Please let me know what I should do next.",Billing,None,High,Resolved
TKT-001179,2025-04-09 06:45:06,chat,Pro,French,Admin Console,Follow-up on my previous issue,"Good morning, The password reset process is not working. I noticed this after trying to make a payment. please let me know what I should do next.",Account Access,None,High,Open
TKT-001555,2025-10-12 19:24:09,email,Basic,French,Replacement Unit,Issue  with  return  request,I want to know the status of the return request. It involves replacement unit on my side. I am using the web version. I would appreciate a quick response.,Refunds & Returns,None,Medium,Open
TKT-003588,2025-05-18 10:42:31,email,Pro,English,Premium Device,Issue  with  wrong  item,"Hello, I think the wrong item was sent. It involves premium device on my side. I do not know if this should go to billing or support.",Orders & Delivery,None,High,Open
TKT-002252,2025-07-16 19:57:26,chat,Free,English,Mobile App,Please review this request,"This has become a problem for me. This was working before but now it keeps failing. It involves mobile app on my side. Also, the renewal amount looks different from what I expected. This happened shortly after I updated my details. I would appreciate a quick response.",Technical Support,Billing,Medium,Open
TKT-000860,2025-10-31 14:14:15,web_form,Basic,English,Replacement Unit,SUPPORT  REQUEST,"This has become a problem for me. I need more information before making a decision. At the same time, the system keeps showing an error when I try to continue. I would appreciate a quick response.",Product Inquiry,Technical Support,High,Open
TKT-000534,2025-04-05 22:17:19,web_form,Enterprise,English,Starter Kit,Can someone help,"Hi team, The package is missing and I need an update. pls advise.",Orders & Delivery,None,High,Pending
TKT-003075,2025-09-29 16:12:42,email,Basic,French,Starter Kit,Please review this request,"Hi team, Can you explain how this feature works? I was hoping this would be fixed by now. This is becoming urgent.",Product Inquiry,None,Low,Resolved
TKT-002124,2025-04-01 08:00:31,phone,Pro,English,Starter Kit,Problem with service again,"Can someone help with this? I need more information before making a decision. It involves starter kit on my side. Also, the login step keeps failing even though my details should be correct. I do not know if this should go to billing or support. This is quite frustrating. Thanks.",Product Inquiry,Account Access,Medium,Open
TKT-001310,2025-08-22 09:00:54,email,Pro,English,Starter Kit,Need an update,"Hello, I have not had an update on my refund yet. This may also be related because i need someone to review the billing on this account. This is affecting my work today.",Refunds & Returns,Billing,Low,Pending
TKT-002954,2025-07-02 22:06:26,email,Basic,Spanish,Admin Console,Need help with my account,"Hello, The verification step is failing and I need help. This is quite frustrating. I would appreciate a quick response.",Account Access,None,Medium,Open
TKT-003001,2025-05-11 21:45:47,email,Basic,English,Replacement Unit,Please review this request,"Hi team, The item is damaged so I may need a replacement or refund. It involves replacement unit on my side. I do not know if this should go to biling or support. Please look into this.",Refunds & Returns,None,Low,Open
TKT-002655,2025-09-13 10:09:25,web_form,Basic,English,Admin Console,Problem with service,I NEED HELP WITH SOMETHING. I APPEAR TO BE LOCKED OUT AND CANNOT GET BACK IN. PLEASE LOOK INTO THIS.,Account Access,None,Medium,Open
TKT-003580,2025-02-24 07:22:11,phone,Enterprise,English,Starter Kit,delay on my account,Can someone help with this? I think the wrong item was sent. It involves starter kit on my side. Any help would be appreciated.,Orders & Delivery,None,Medium,Resolved
TKT-DUP-00121,2025-03-17 14:24:58,email,Basic,English,Web App,Need support urgently,"Hi team, This was working before but now it keeps failing. It involves web app on my side. This has been going on since yesterday. Please advise. This is still unresolved.",Technical Support,None,Medium,Open
TKT-001346,2025-01-04 17:33:58,email,Free,English,Starter Kit,Issue not resolved,"CAN SOMEONE HELP WITH THIS? I NEED MY MONEY BACK IF THIS CANNOT BE RESOLVED. ALSO, THE PACKAGE IS MISSING AND I NEED AN UPDATE. PLEASE LOOK INTO THIS.",Refunds & Returns,Orders & Delivery,Medium,Resolved
TKT-001660,2025-03-03 08:02:22,email,Pro,English,Replacement Unit,Issue with wrong item,Tracking has not updated in a while. It involves replacement unit on my side. Please look into this.,Orders & Delivery,None,Medium,Open
TKT-DUP-00130,2025-05-14 01:40:06,phone,Enterprise,French,Customer Portal,URGENT - PROBLEM WITH CUSTOMER PORTAL,"Good morning, I need help understanding whether this is compatible with my setup. Also, there seems to be a problem with the payment on my account. Please let me know what I should do next.",Product Inquiry,Billing,Low,Pending
TKT-DUP-00091,2025-10-30 14:04:00,email,Basic,Spanish,Replacement Unit,Please review this request,I need my money back if this cannot be resolved. I was hoping this would be fixed by now. I would appreciate a quick response. I need help with this.,Refunds & Returns,None,Low,Pending
TKT-002828,2025-02-14 20:28:28,email,Pro,French,Mobile App,NEED HELP WITH MOBILE APP,I am seeing unexpected behaviour in the product. This is quite frustrating. I would appreciate a quick response.,Technical Support,None,Low,Resolved
TKT-000943,2025-03-21 11:29:51,web_form,Free,English,Starter Kit,Help needed,"Hi, The product arrived damaged and I need help with next steps. It involves starter kit on my side.",Refunds & Returns,None,Medium,Open
TKT-DUP-00032,2025-08-26 15:05:26,web_form,Basic,English,Replacement Unit,Need an update on this issue,"Can  someone  help  with  this?  The  package  is  missing  and  I  need  an  update.  It  involves  replacement  unit  on  my  side.  At  the  same  time,  i  am  trying  to  return  this  purchase.  This  is  affecting  my  work  today.  This  is  becoming  urgent. This is still unresolved.",Orders & Delivery,Refunds & Returns,Medium,Open
TKT-002476,2025-08-31 17:11:37,chat,Basic,English,Analytics Dashboard,Question about my account please,The export fails halfway through and I do not know why. It involves analytics dashboard on my side. I noticed this after trying to make a payment. I need this resolved as soon as possible.,Technical Support,None,High,Open
TKT-002092,2025-05-19 11:04:09,phone,Basic,English,Data Export,QUESTION ABOUT MY ACOUNT,"This has become a problem for me. I am seeing unexpected behaviour in the product. It involves data export on my side. At the same time, can you explain how this feature works? This is affecting my work today.",Technical Support,Product Inquiry,Medium,Open
TKT-002432,2025-03-17 09:48:16,email,Basic,English,Subscription Plan,Please review this request,Can  someone  help  with  this?  The  renewal  amount  looks  different  from  what  I  expected.  Thanks.,Billing,None,Low,Resolved
TKT-000888,2025-07-25 04:56:56,web_form,Pro,English,Replacement Unit,Please review this request,Can  someone  help  with  this?  I  have  not  had  an  update  on  my  refund  yet.  This  is  becoming  urgent.,Refunds & Returns,None,Medium,Open
TKT-002689,2025-12-27 08:27:35,email,Pro,French,Data Export,Please review this request,"Can someone help with this? The issue seems technical because the same step keeps timing out. It involves data export on my side. At the same time, the verification step is failing and I need help. I have already tried a few times with no success. This is becoming urgent.",Technical Support,Account Access,Low,Pending
TKT-000686,2025-02-19 00:17:13,chat,Basic,Spanish,Invoice Portal,Need an update on this issue,This has become a problem for me. I think I was charged incorrectly for this. It involves invoice portal on my side. This may also be related because the item is damaged so I may need a replacement or refund. I am using the web version. Any help would be appreciated.,Billing,Refunds & Returns,Medium,Open
TKT-000414,2025-03-07 23:54:11,email,Free,English,API,Can  someone  help,"Good morning, The page is not loading properly and I cannot complete the task. Also, can you explain how this feature works? I need this resolved as soon as possible. Any help would be appreciated.",Technical Support,Product Inquiry,Medium,Resolved
TKT-000790,2025-01-08 12:47:44,chat,Free,English,Invoice Portal,Need  an  update  on  this  issue,I noticed an unexpected charge and need clarification. I have already tried a few times with no success. Thanks.,Billing,None,Medium,Resolved
TKT-002067,2025-05-17 11:49:03,phone,Basic,English,Mobile App,URGENT - Follow-up on my previous issue,"Hello, The login step keeps failing even though my details should be correct. I am using the service on mobile. This is quite frustrating. Please let me know what I should do next.",Account Access,None,Medium,Open
TKT-001437,2025-01-07 09:00:37,web_form,,French,Analytics Dashboard,Please review this request,I need help with something. The system keeps showing an error when I try to continue.,Technical Support,None,Medium,Pending
TKT-001685,2025-06-02 20:19:43,email,Enterprise,English,Invoice Portal,Issue  with  charge,"Hi, I noticed an unexpected charge and need clarification. It involves invoice portal on my side.",Billing,None,Medium,Resolved
TKT-003339,2025-07-19 02:14:53,chat,Pro,English,Starter Kit,Need  help  with  my  account  still,I  cannot  tell  where  the  order  currently  is.  This  started  after  my  last  purchase.  This  is  becoming  urgent.,Orders & Delivery,None,Low,Resolved
TKT-001507,2025-04-02 06:42:07,email,Pro,French,Replacement Unit,Problem with Replacement Unit,I need help with something. I cannot tell where the order currently is. I only need a clear update on what is happening. I was hoping this would be fixed by now. Please advise.,Orders & Delivery,None,Low,Pending
TKT-002165,2025-05-18 21:35:49,N/A,Free,English,Starter Kit,Can someone help,"Hi team, Tracking has not updated in a while. Also, there seems to be a problem with the payment on my account. I am using the service on mobile. I was hoping this would be fixed by now.",Orders & Delivery,Billing,High,Pending
TKT-000273,2025-09-21 22:35:39,web_form,Pro,French,Premium Device,Problem with Premium Device,"Good morning, Delivery is taking longer than expected. This is quite frustrating. I would appreciate a quick response.",Orders & Delivery,None,Medium,Resolved
TKT-DUP-00038,2025-09-13 14:05:55,email,Pro,English,Invoice Portal,Please review this request,"Hi  team,  I  need  help  understanding  whether  this  is  compatible  with  my  setup.  It  involves  invoice  portal  on  my  side.  I  have  already  tried  a  few  times  with  no  success.  pls  advise.",Product Inquiry,None,Low,Open
TKT-000522,2025-05-07 09:43:38,email,Basic,English,Customer Portal,Problem with Customer Portal,"Hi, I think I was charged incorrectly for this. This has been going on since yesterday. Please let me know what I should do next.",Billing,None,Low,Pending
TKT-000523,2025-06-01 18:11:51,phone,Free,English,Starter Kit,Issue  with  tracking,,Orders & Delivery,None,Low,Resolved
TKT-002836,2025-03-22 10:00:01,web_form,Basic,French,Mobile App,Need support urgently,"This was workng before but now it keeps failing. It involves mobile app on my side. At the same time, the amount shown on the invoice looks wrong. This started after my last purchase.",Technical Support,Billing,Medium,Resolved
TKT-000351,2025-10-23 02:43:18,chat,Basic,English,Customer Portal,Problem with recent activity,I need help with something. I still cannot access the portal after trying several times. I was hoping this would be fixed by now. pls let me know what I should do next.,Account Access,None,High,Open
TKT-001455,2025-07-01 09:14:28,email,Enterprise,English,Starter Kit,Please review this request,"I noticed an unexpected charge and need clarification. It involves starter kit on my side. At the same time, delivery is taking longer than expected. I have already tried a few times with no success.",Billing,Orders & Delivery,Medium,Open
TKT-001673,2025-06-09 21:23:38,web_form,Basic,English,Starter Kit,Issue with return,I  NEED  MY  MONEY  BACK  IF  THIS  CANNOT  BE  RESOLVED.,Refunds & Returns,None,Low,Resolved
TKT-002942,2025-01-13 01:27:43,chat,Basic,French,Replacement Unit,Follow-up on my previous issue,"HI, I WANT TO KNOW THE STATUS OF THE RETURN REQUEST. THIS SEEMS LINKED TO MY RECENT ORDER. ANY HELP WOULD BE APPRECIATED.",Refunds & Returns,None,Low,Open
TKT-001392,2025-10-18 10:41:23,chat,Free,English,Starter Kit,Please review this request,"Can someone help with this? The item is damaged so I may need a replacement or refund. At the same time, there seems to be a problem with the payment on my account. This started after my last purchase. Thanks.",Refunds & Returns,Billing,Medium,Open
TKT-000652,2025-12-10 06:34:38,email,Basic,English,Starter Kit,Question about Starter Kit,This has become a problem for me. Can you explain how this feature works? This may also be related because the password reset process is not working. I need this resolved as soon as possible.,Product Inquiry,Account Access,Medium,Open
TKT-003550,2025-05-07 13:41:50,web_form,Basic,English,Web App,Need support urgently,"THIS  HAS  BECOME  A  PROBLEM  FOR  ME.  THE  EXPORT  FAILS  HALFWAY  THROUGH  AND  I  DO  NOT  KNOW  WHY.  IN  ADDITION,  THE  PASSWORD  RESET  PROCESS  IS  NOT  WORKING.  I  HAVE  ALREADY  TRIED  A  FEW  TIMES  WITH  NO  SUCCESS.  PLEASE  ADVISE.",Technical Support,Account Access,High,Open
TKT-003255,2025-01-30 02:44:04,web_form,Basic,French,Invoice Portal,Question about Invoice Portal,"There  seems  to  be  a  problem  with  the  payment  on  my  account.  At  the  same  time,  i  cannot  sign  in  to  my  account  at  the  moment.  I  have  already  tried  a  few  times  with  no  success.",Billing,Account Access,Medium,Pending
TKT-DUP-00101,2025-11-12 23:48:53,phone,Pro,English,Subscription Plan,billing issue on my account,Can someone help with this? I noticed an unexpected charge and need clarification. This happened shortly after I updated my details. I was hoping this would be fixed by now. This is still unresolved.,Billing,None,High,Resolved
TKT-002405,2025-03-02 09:56:04,phone,Free,English,Premium Device,Need support urgently,"I think the wrong item was sent. It involves premium device on my side. At the same time, i have not had an update on my refund yet. This is quite frustrating. Any help would be appreciated.",Orders & Delivery,Refunds & Returns,High,Pending
TKT-002785,2025-06-27 12:31:30,email,Basic,English,API,Issue with recent order,"Hi team, I am seeing unexpected behaviour in the product. This may also be related because i appear to be locked out and cannot get back in. I would appreciate a quick response.",Technical Support,Account Access,Medium,Pending
TKT-DUP-00021,2025-10-25 20:15:48,web_form,Free,Spanish,Starter Kit,Question about Starter Kit,"Good morning, I cannot tell where the order currently is. It involves starter kit on my side. I noticed this after trying to make a payment. I was hoping this would be fixed by now.",Orders & Delivery,None,Low,Resolved
TKT-001897,2025-02-07 18:21:45,chat,Free,English,Invoice Portal,Please  review  this  request,"The renewal amount looks different from what I expected. At the same time, this is more of a general product question. This seems linked to my recent order. This is affecting my work today.",Billing,Product Inquiry,Medium,Pending
TKT-000169,2025-10-30 12:34:33,email,Basic,Spanish,Mobile App,Follow-up on my previous issue still,I NEED HELP WITH SOMETHING. THE ISSUE SEEMS TECHNICAL BECAUSE THE SAME STEP KEEPS TIMING OUT. THIS SEEMS LINKED TO MY RECENT ORDER. THIS HAS BEEN GOING ON SINCE YESTERDAY. I WOULD APPRECIATE A QUICK RESPONSE.,Technical Support,None,High,Open
TKT-003505,2025-04-28 06:29:15,email,,English,Mobile App,Need an update,"Hi,  The  login  step  keeps  failing  even  though  my  details  should  be  correct.  It  involves  mobile  app  on  my  side.  This  started  after  my  last  purchase.  This  has  been  going  on  since  yesterday.  Thanks.",Account Access,None,Medium,Resolved
TKT-000963,2025-02-26 23:43:37,web_form,Enterprise,English,Starter Kit,URGENT - Question about my account,"I  need  help  with  something.  I  want  to  know  the  status  of  the  return  request.  Also,  i  think  the  wrong  item  was  sent.  This  started  after  my  last  purchase.  This  has  been  going  on  since  yesterday.  Thanks.",Refunds & Returns,Orders & Delivery,High,Pending
TKT-000946,2025-05-11 08:27:27,web_form,Pro,Spanish,Mobile App,Need support urgently,"I  need  help  with  something.  I  cannot  complete  the  workflow  because  something  keeps  breaking.  It  involves  mobile  app  on  my  side.  At  the  same  time,  i  appear  to  be  locked  out  and  cannot  get  back  in.  I  would  appreciate  a  quick  response.",Technical Support,Account Access,Medium,Open
TKT-000463,2025-12-30 18:14:23,email,Enterprise,English,Customer Portal,Need an update,"This  has  become  a  problem  for  me.  Can  you  explain  how  this  feature  works?  At  the  same  time,  the  invoice  does  not  look  right  to  me.  This  is  affecting  my  work  today.  This  is  becoming  urgent.",Product Inquiry,Billing,Medium,Pending
TKT-001627,2025-10-26 18:04:22,email,Basic,English,Subscription Plan,Help needed please,,Technical Support,Billing,Medium,Resolved
TKT-000329,2025-10-23 00:05:08,email,Basic,French,Web App,Follow-up on my previous issue,"Hello, The export fails halfway through and I do not know why. I do not know if this should go to billing or support. This is quite frustrating.",Technical Support,None,High,Resolved
TKT-001489,2025-04-14 02:45:24,email,Pro,French,Replacement Unit,Issue not resolved again,Tracking  has  not  updated  in  a  while.  Please  look  into  this.,Orders & Delivery,None,Medium,Resolved
TKT-002763,2025-07-04 04:07:20,chat,Pro,Spanish,Replacement Unit,Need an update still,"This has become a problem for me. Delivery is taking longer than expected. At the same time, i need help understanding whether this is compatible with my setup. I need this resolved as soon as possible.",Orders & Delivery,Product Inquiry,Medium,Open
TKT-000368,2025-11-14 04:25:31,web_form,Basic,English,Analytics Dashboard,Support request,"Hello, The page is not loading properly and I cannot complete the task. Also, i am not sure why this payment failed. Thanks.",Technical Support,Billing,Medium,Open
TKT-003263,2025-12-26 10:24:22,phone,Pro,English,Premium Device,URGENT - Please check this please,"HI, CAN YOU EXPLAIN HOW THIS FEATURE WORKS? IT INVOLVES PREMIUM DEVICE ON MY SIDE. PLEASE LOOK INTO THIS.",Product Inquiry,None,Low,Open
TKT-002856,2025-06-02 12:16:46,phone,Basic,Spanish,Customer Portal,Problem with service,I need help with something. I am not sure why this payment failed. It involves customer portal on my side. This seems linked to my recent order. Please look into this.,Billing,None,Medium,Open
TKT-002465,2025-08-23 08:22:47,chat,Enterprise,English,Admin Console,PROBEM WITH ADMIN CONSOLE STILL,"Good morning, The password reset process is not working. In addition, the export fails halfway through and I do not know why. This happened shortly after I updated my details.",Account Access,Technical Support,Medium,Resolved
TKT-001565,2025-03-06 06:51:36,web_form,Pro,English,Web App,Need help with Web App,"Hi, The login step keeps failing even though my details should be correct. It involves web app on my side. In addition, the page is not loading properly and I cannot complete the task. I only need a clear update on what is happening. Thanks.",Account Access,Technical Support,High,Pending
TKT-000773,2025-05-10 09:09:08,phone,Basic,English,Customer Portal,Need  an  update  on  this  isue,The invoice does not look right to me. Please advise.,Billing,None,High,Resolved
TKT-002403,2025-04-26 21:09:28,phone,Pro,Spanish,Customer Portal,Follow-up on my previous issue,This has become a problem for me. I noticed an unexpected charge and need clarification. This has been going on since yesterday. I would appreciate a quick response.,Billing,None,Medium,Open
TKT-003383,2025-07-06 22:42:14,web_form,Free,English,Invoice Portal,Help needed,"I want to understand the pricing options better. It involves invoice portal on my side. In addition, the system keeps showing an error when I try to continue.",Product Inquiry,Technical Support,High,Resolved
TKT-002973,2025-03-02 00:49:55,chat,Free,Spanish,Admin Console,Issue with recent order,"Hello, I am not sure whether this product supports my use case. At the same time, the issue seems technical because the same step keeps timing out. I have already tried a few times with no success. Please let me know what I should do next.",Product Inquiry,Technical Support,Medium,Resolved
TKT-000499,2025-04-14 09:49:36,email,Basic,English,Admin Console,Issue with locked out,I still cannot access the portal after trying several times. This seems linked to my recent order. This is becoming urgent.,Account Access,None,Low,Pending
TKT-001363,2025-06-23 02:50:53,email,Pro,English,Starter Kit,Help  needed,"I  think  the  wrong  item  was  sent.  It  involves  starter  kit  on  my  side.  In  addition,  i  need  my  money  back  if  this  cannot  be  resolved.  I  am  using  the  web  version.  I  would  appreciate  a  quick  response.",Orders & Delivery,Refunds & Returns,High,Open
TKT-000436,2025-05-27 16:36:59,web_form,Pro,English,Replacement Unit,Can someone help,"GOOD  MORNING,  THERE  SEEMS  TO  BE  A  DELAY  WITH  THE  SHIPMENT.  I  HAVE  ALREADY  TRIED  A  FEW  TIMES  WITH  NO  SUCCESS.  THANKS.",Orders & Delivery,None,Medium,Open
TKT-000366,2025-05-27 10:31:07,email,Pro,English,Replacement Unit,Please review this request,I am trying to return this purchase. It involves replacement unit on my side. I do not know if this should go to billing or support.,Refunds & Returns,None,High,Open
TKT-002966,2025-01-07 09:30:32,email,Pro,Spanish,Replacement Unit,Please check this,"I  need  help  with  something.  I  am  trying  to  return  this  purchase.  It  involves  replacement  unit  on  my  side.  In  addition,  i  am  not  sure  why  this  payment  failed.  I  only  need  a  clear  update  on  what  is  happening.  I  was  hoping  this  would  be  fixed  by  now.  Please  advise.",Refunds & Returns,Billing,High,Pending
TKT-000277,2025-12-21 11:09:31,chat,Free,English,N/A,Issue  with  error,"The export fails halfway through and I do not know why. It involves data export on my side. At the same time, this looks like an account access problem. This happened shortly after I updated my details. I was hoping this would be fixed by now.",Technical Support,Account Access,Medium,Resolved
TKT-002500,2025-12-04 10:34:31,chat,Enterprise,Spanish,Web App,Need an update on this isue,"THE APP CRASHES WHEN I TRY TO USE THIS FEATURE. ALSO, I STILL CANNOT ACCESS THE PORTAL AFTER TRYING SEVERAL TIMES.",Technical Support,Account Access,High,Open
TKT-002113,2025-08-27 23:35:55,web_form,Pro,French,Replacement Unit,before purchase on my account,"GOOD MORNING, CAN YOU EXPLAIN HOW THIS FEATURE WORKS? IT INVOLVES REPLACEMENT UNIT ON MY SIDE. PLEASE LET ME KNOW WHAT I SHOULD DO NEXT.",Product Inquiry,None,Medium,Open
TKT-DUP-00165,2025-06-30 06:06:26,web_form,Free,English,Replacement Unit,URGENT - Need an update,"Can someone help with this? Can you explain how this feature works? Also, i noticed an unexpected charge and need clarification. Please advise.",Product Inquiry,Billing,Low,Open
TKT-000408,2025-07-09 05:14:03,email,Pro,English,Data Export,Help needed,"I need help with something. The issue seems technical because the same step keeps timing out. It involves data export on my side. At the same time, this looks like an account access problem.",Technical Support,Account Access,Medium,Open
TKT-001323,2025-10-31 00:59:53,email,Basic,English,Mobile App,QUESTION ABOUT MOBILE APP,I need help with something. I cannot complete the workflow because something keeps breaking. I was hoping this would be fixed by now.,Technical Support,None,High,Pending
